Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
0,-0.14628860732989457,-0.26982740703135555,-0.1342115029013254,1.0918564315840618,-0.27517260489341905,-0.4535206547500234,-0.24154089633007528,0.4449237598503115,-0.42902063375044475,1.2029350524641922,-0.33991092595220646,-0.12803770024685632,0.4962178841518396
0,-0.28204524998129843,-0.2720917820908871,-0.109280679436213,-0.5892749054030582,-0.15076208242997124,-0.44984976485481704,-0.22207540632613718,-0.5142682005461324,-0.5130600433321814,-0.595725647842655,-0.33991092595220646,0.11104440230060811,-0.3567180744491976
1,-0.28204524998129843,-0.26982740703135555,-0.1342115029013254,-0.6953334552498586,-0.18293487984734425,-0.4645333244356425,-0.00795501628281829,-0.29627002772875877,-0.20631619835884282,-0.595725647842655,1.128149316100172,-0.19044003152184438,-0.39936487237924945
0,-0.28204524998129843,-0.2743561571504186,-0.11481088072028796,-0.709240026556785,0.0,0.0,-0.26100638633401335,-0.5578678351096071,-0.5172620138112681,-0.595725647842655,-0.6335229743626822,-0.21390432275329313,-0.39239212091768594
0,-0.14628860732989457,-0.2743561571504186,-0.14626994230404003,-0.47193471939561854,-0.2686063325728354,-0.5232675627589444,-0.2026099163221991,-0.3398696622922335,-0.496252161415834,1.2029350524641922,-0.046298877541730725,0.12753282316595047,-0.31407127651914574
0,-0.28204524998129843,0.13323135356525662,-0.12734221192157902,-0.38475336272850136,0.0,0.0,3.457765630077262e-17,-0.6014674696730818,-5.971359199587068e-17,-0.595725647842655,0.0,-0.28378986042101345,-0.2527451810957312
1,-0.28204524998129843,-0.267563031971824,-0.0924270006310189,-0.025137247687138445,-0.1651149077678842,-0.15250768334310133,-0.2026099163221991,-0.20907075860180932,-0.08866102494441162,-0.595725647842655,-0.33991092595220646,-0.20553327831396542,1.1785666510326693
1,-0.28204524998129843,-0.2743561571504186,-0.07252320657023816,0.32202438783035064,-0.21456533028838587,-0.10845700460062492,0.08937243373687212,0.13972631790598847,0.9786394767436428,-0.595725647842655,0.8345372676896965,-0.142496777005695,0.20342629296306852
0,-0.28204524998129843,-0.2471836564360403,-0.09043936786947145,-0.47193471939561854,-0.22254557865440494,-0.06073543596294215,-0.027420506286756373,1.316916451119806,0.3693537572760527,-0.595725647842655,0.8345372676896965,-0.29076573078711987,-0.31407127651914574
0,0.5324946059271246,-0.2403905312574457,0.06676248714391783,1.4269545353654218,-0.27610234256713,-0.45719154464522976,2.5225586842291325,1.0989182783024325,3.403176443176743,3.0015957527710393,8.468450526362066,0.47023830915175885,0.45357108622178777
0,-0.01053196467849074,-0.26982740703135555,-0.14626994230404003,0.5333595919484616,-0.27666405907833036,-0.4902295537020871,0.5176132138235099,1.142517912865907,-0.0004196448835882288,1.2029350524641922,1.128149316100172,-0.037097717474160304,0.069749904851321
0,-0.28204524998129843,0.8782107481511296,-0.1261725432995157,-0.13683661561425847,-0.002875683705321724,-0.3984573063219279,-0.24154089633007528,-0.3398696622922335,-0.25673984410788475,-0.595725647842655,-0.33991092595220646,-0.2825215203544487,-0.18613088272899017
0,-0.28204524998129843,-0.26982740703135555,-0.13019202310042055,-0.025137247687138445,0.09536659715013636,0.7872401298297286,-0.2026099163221991,-0.42706893141918295,0.4155754325460078,-0.595725647842655,-0.33991092595220646,-0.26463792541588504,0.069749904851321
0,-0.2810270751614129,-0.2562411566741664,-0.0216660684759892,1.762052639146782,0.3356844162695505,-0.38377374674110243,0.030975963725057874,0.008927414215564302,-0.4206166927922711,-0.595725647842655,-0.6335229743626822,-0.26831611160892294,0.5388646820818914
0,-0.28204524998129843,0.20795573052979707,-0.08597774529046705,1.650353271219662,0.036521950218180194,1.3378736141106837,-0.22207540632613718,0.5321230289772609,0.3525458753597054,-0.595725647842655,-0.33991092595220646,-0.2491641766037945,0.5388646820818914
0,-0.2816379800533442,-0.2720917820908871,-0.14626994230404003,-0.6631640372868479,-0.04763867878753064,-0.49390044359729346,-0.1052824663025087,-0.5578678351096071,-0.4668383680622262,-0.595725647842655,-0.046298877541730725,-0.24130046819109274,-0.3984479662237534
0,-0.28204524998129843,-0.26982740703135555,-0.08118853510768889,0.4216602240213416,-0.19323947239764072,-0.03136831680129121,0.18669988375656252,-0.07827185491138515,1.7644079563328798,-0.595725647842655,0.8345372676896965,-0.21327015272001074,0.4109242882917359
0,-0.28204524998129843,-0.25171240655510335,0.03460664873667891,1.650353271219662,-0.24265115584840444,0.33572067271934547,-0.14421344631038485,0.6629219326676852,0.1928709971544059,-0.595725647842655,-0.046298877541730725,-0.29076573078711987,1.6476814282632397
0,-0.28204524998129843,-0.24265490631697723,-0.12598161800897273,-0.695277605565895,0.0,0.0,-0.26100638633401335,-0.5578678351096071,-0.5172620138112681,-0.595725647842655,-0.6335229743626822,-0.24117363418443627,-0.399023697995809
0,-0.28204524998129843,0.46156573719732835,-0.1261725432995157,-0.24853598354137849,-0.15872296126112134,0.0,-0.26100638633401335,-0.03467222034791042,-0.496252161415834,-0.595725647842655,-0.6335229743626822,-0.23178791769185675,0.15504350071142473
1,-0.28204524998129843,-0.2720917820908871,-0.14225046250313517,-0.4963410312876942,-0.07057220807240099,0.16685973753985262,-0.22207540632613718,-0.6014674696730818,0.2811123772152293,-0.595725647842655,-0.046298877541730725,-0.26451109140922857,-0.30195958590701105
0,-0.28204524998129843,-0.267563031971824,0.054704047741203236,0.5333595919484616,-0.1495611712680946,-0.15250768334310133,-0.00795501628281829,-0.16547112403833458,-0.13488270021436674,-0.595725647842655,0.5409252192792208,-0.24700799849063435,0.069749904851321
0,0.39673796327572075,-0.1634017792333737,-0.14626994230404003,3.102445054272222,-0.2662045102490821,-0.28465971957053054,-0.14421344631038485,-0.03467222034791042,0.6424818384166966,1.2029350524641922,-0.046298877541730725,-0.29076573078711987,1.1785666510326693
0,0.5324946059271246,-0.2743561571504186,-0.1382309827022303,1.315255167438302,-0.27722577558953077,-0.5122548930733253,-0.14421344631038485,0.22692558703293791,-0.3617891060850555,6.598917153384734,0.5409252192792208,-0.037097717474160304,-0.18613088272899017
0,-0.28204524998129843,-0.2720917820908871,-0.14225046250313517,-0.6953334552498586,0.4740216343037937,0.0,-0.26100638633401335,-0.03467222034791042,2.5375705244848565,-0.595725647842655,-0.6335229743626822,-0.21948501904617823,-0.39936487237924945
0,0.5324946059271246,7.589818424602582,-0.1382309827022303,0.6202617001957611,-0.25132870746970676,-0.18187480250475224,1.3546292839928475,0.9681193746120083,1.369422731298718,-0.595725647842655,4.357881848615405,-0.29076573078711987,1.409264504435285
0,0.9397645338813361,-0.26982740703135555,-0.10082369393510916,-0.6953334552498586,-0.27722577558953077,-0.5306093425493571,-0.08581697629857062,-0.5578678351096071,-0.5172620138112681,1.2029350524641922,-0.33991092595220646,2.4995824156554356,-0.44201167030930133
0,-0.28204524998129843,-0.2720917820908871,-0.14626994230404003,-0.7127585566464892,-0.1243614064035538,0.0,-0.26100638633401335,-0.5578678351096071,-0.5046561023740077,-0.595725647842655,-0.6335229743626822,-0.20933829851365987,-0.3988531108040888
0,-0.28204524998129843,-0.12717177828086923,-0.1261725432995157,-0.6953334552498586,0.2253749151907189,0.0,-0.26100638633401335,-0.5578678351096071,-0.5172620138112681,-0.595725647842655,-0.6335229743626822,-0.2711064597553655,-0.39936487237924945
0,-0.28204524998129843,0.11964510320806744,-0.12215306349861083,0.5333595919484616,-0.2165797619147596,-0.3874446366363088,0.26456184377231484,0.6629219326676852,0.3273340524851844,-0.595725647842655,2.0089854613315996,-0.24066629815781035,0.069749904851321
0,-0.28204524998129843,-0.26982740703135555,-0.14225046250313517,-0.6953334552498586,-0.21925275772667863,0.0,-0.26100638633401335,-0.5578678351096071,-0.5004541318949208,-0.595725647842655,-0.6335229743626822,-0.11345178948136114,-0.39936487237924945
0,-0.28204524998129843,-0.26982740703135555,-0.11009462409589624,-0.5836340873227386,-0.2611490616482787,-0.3947864164267215,-0.22207540632613718,-0.38346929685570824,-0.5004541318949208,-0.595725647842655,-0.33991092595220646,-0.13678924670615342,-0.3567180744491976
0,0.8040078912299322,-0.26982740703135555,0.050684567940298374,3.6609418939078218,-0.27691586303162713,-0.44617887495961067,-0.027420506286756373,1.4041157202467556,-0.1138728478189326,1.2029350524641922,-0.046298877541730725,-0.10711008914853715,0.5388646820818914
0,-0.28204524998129843,-0.20416053030494122,-0.1261725432995157,-0.13683661561425847,-0.05193871552844383,0.0,3.457765630077262e-17,-0.20907075860180932,-5.971359199587068e-17,-0.595725647842655,0.0,-0.2842971964476394,-0.18613088272899017
0,0.1252246779729131,-0.2743561571504186,-0.012501051607955976,-0.8070328231769786,-0.27722577558953077,-0.5342802324445635,-0.2026099163221991,-0.6014674696730818,-0.521463984290355,1.2029350524641922,-0.33991092595220646,0.5694225023571261,-0.44201167030930133
0,-0.28204524998129843,-0.06150490155445489,-0.1382309827022303,-0.47193471939561854,-0.25043770886573374,-0.4975713334924998,-0.046885996290694454,-0.16547112403833458,0.016388237032759087,-0.595725647842655,0.5409252192792208,-0.29076573078711987,-0.31407127651914574
0,-0.28204524998129843,-0.26982740703135555,-0.14626994230404003,-0.5836340873227386,-0.24547910793927527,0.47154359884198105,-0.24154089633007528,-0.38346929685570824,0.5164227240440917,-0.595725647842655,-0.33991092595220646,-0.038746559560694525,-0.3567180744491976
0,1.4827911044869515,-0.267563031971824,-0.08999722509137191,-0.8070328231769786,-0.2769352325664961,-0.5232675627589444,-0.00795501628281829,-0.6014674696730818,-0.521463984290355,1.2029350524641922,-0.33991092595220646,0.43320277920806677,-0.44201167030930133
0,-0.28204524998129843,-0.2743561571504186,0.038228200037294206,-0.5836340873227386,-0.20242063192553644,1.5544561179278593,1.0626469339337763,0.7937208363581093,0.31893011152701073,-0.595725647842655,0.8345372676896965,0.977574335777678,-0.3567180744491976
0,-0.01053196467849074,-0.2720917820908871,-0.10786381280639404,-0.13683661561425847,-0.2630860151351766,-0.4755459941212616,-0.16367893631432295,0.2705252215964126,-0.22732605075427698,1.2029350524641922,0.24731317086874502,-0.1518824934982745,-0.18613088272899017
0,-0.28204524998129843,-0.2403905312574457,-0.03774398767960866,0.7567583278027017,0.2326191212317168,-0.39111552653151516,-0.2026099163221991,0.3141248561598874,-0.38700092895957644,-0.595725647842655,-0.33991092595220646,-0.27820916412812835,0.15504350071142473
0,1.6185477471383554,-0.2494480314955718,-0.14225046250313517,0.08656212023998157,-0.25524135351324034,-0.4975713334924998,0.05044145372899596,-0.16547112403833458,-0.39960684039683697,-0.595725647842655,-0.046298877541730725,-0.037097717474160304,-0.10083728686888645
0,-0.28204524998129843,-0.20416053030494122,-0.007109522377012241,-0.6545073362724962,0.521999972174253,2.4317988028821813,-0.26100638633401335,-0.38346929685570824,-0.17690240500523502,-0.595725647842655,-0.6335229743626822,4.088432017041157,-0.3410880230078336
0,-0.28204524998129843,1.9379382760118853,-0.1141141038968011,-0.24853598354137849,-0.24917868909925014,0.0,-0.26100638633401335,-0.3398696622922335,-0.496252161415834,-0.595725647842655,-0.6335229743626822,0.03494399830672022,-0.18613088272899017
0,-0.14628860732989457,-0.2607699067932294,-0.14225046250313517,-0.3602353514684985,-0.26701803071357916,-0.5159257829685316,-0.12474795630644678,-0.42706893141918295,-0.034035408716282856,1.2029350524641922,0.24731317086874502,-0.29076573078711987,-0.2714244785890939
0,-0.28204524998129843,1.068418253151778,-0.11403572404068345,-0.47193471939561854,-0.15109136452274388,-0.46086243454043613,-0.24154089633007528,-0.47066856598265766,-0.5088580728530945,-0.595725647842655,-0.33991092595220646,-0.13564774064624507,-0.31407127651914574
0,-0.14628860732989457,-0.2720917820908871,-0.14626994230404003,0.8684576957298217,-0.27517260489341905,-0.45719154464522976,-0.24154089633007528,0.05252704877903903,-0.4542324566249657,1.2029350524641922,-0.33991092595220646,0.07096485619716046,0.24033709657152844
0,-0.28204524998129843,-0.2743561571504186,-0.08435588519080192,-0.29673426080193077,-0.20654634285262885,0.0,-0.26100638633401335,-0.20907075860180932,-0.34077925368962136,-0.595725647842655,-0.6335229743626822,-0.11852514974762031,-0.20668663933127518
0,-0.28204524998129843,-0.2720917820908871,-0.12215306349861083,-0.13683661561425847,-0.2393777044555471,0.9744555144852535,1.1405088939495285,-0.42706893141918295,3.205683830659662,-0.595725647842655,0.8345372676896965,-0.037097717474160304,-0.18613088272899017
1,-0.14628860732989457,-0.26982740703135555,-0.1382309827022303,-0.8070328231769786,-0.27722577558953077,-0.5342802324445635,-0.24154089633007528,-0.6014674696730818,-0.521463984290355,1.2029350524641922,-0.33991092595220646,0.5380945027129755,-0.44201167030930133
1,-0.28204524998129843,-0.1634017792333737,-0.09803618469318164,0.5333595919484616,-0.22031808214447243,2.310659436340371,-0.22207540632613718,-0.29627002772875877,0.28951631817340295,-0.595725647842655,-0.6335229743626822,7.490754245601227,0.069749904851321
0,-0.01053196467849074,-0.2743561571504186,-0.13182168928506408,-0.5498450285247847,-0.2717441972216099,-0.5159257829685316,-0.22207540632613718,-0.5578678351096071,-0.42902063375044475,3.0015957527710393,-0.046298877541730725,0.009957698995393697,-0.35842394636639974
0,-0.21599964333139046,0.2736226072562114,-0.09803618469318164,0.5333595919484616,-0.2675410081550416,0.0,-0.26100638633401335,0.09612668334251374,-0.15169058213071407,-0.595725647842655,-0.6335229743626822,-0.03291219525449648,0.069749904851321
0,-0.21457419858355073,4.804637101378801,-0.09803618469318164,-0.025137247687138445,-0.04897517669349014,-0.30301416904656236,0.303492823780191,-0.03467222034791042,-0.1558925526098009,-0.595725647842655,-0.33991092595220646,-0.1563216837312513,0.11239670278137286
1,-0.2816379800533442,-0.20416053030494122,-0.14626994230404003,-0.6953334552498586,0.3082184158253392,-0.5049131132829126,-0.2026099163221991,-0.3398696622922335,-0.48364624997857353,-0.595725647842655,-0.33991092595220646,-0.214665326793232,-0.39936487237924945
0,-0.28204524998129843,-0.2743561571504186,0.08152000723294005,0.47343288105556175,-0.18126909984861211,0.0,-0.26100638633401335,1.0117190091754829,-0.1138728478189326,-0.595725647842655,-0.6335229743626822,-0.016550608395810587,0.5056641498933461
0,-0.28204524998129843,-0.20416053030494122,-0.1382309827022303,1.2035557995111819,-0.04916887204217993,0.0,-0.26100638633401335,0.4449237598503115,0.020590207511845916,-0.595725647842655,-0.6335229743626822,-0.26425742339591557,0.3256306924316322
0,0.5324946059271246,-0.2335974060788511,-0.14225046250313517,0.5333595919484616,-0.27705144977570995,-0.4902295537020871,-0.14421344631038485,-0.5142682005461324,-0.47104033854131305,1.2029350524641922,-0.33991092595220646,-0.03329269727446593,0.069749904851321
0,-0.28204524998129843,-0.05924052649492336,-0.1382309827022303,-0.47193471939561854,-0.16191893451450276,0.0,-0.26100638633401335,-0.47066856598265766,-0.5088580728530945,-0.595725647842655,-0.6335229743626822,-0.0992463807358354,-0.31407127651914574
0,2.4330876030467783,-0.2743561571504186,-0.14626994230404003,-0.5836340873227386,-0.27722577558953077,-0.5269384526541507,0.12830341374474827,-0.5142682005461324,-0.5130600433321814,1.2029350524641922,-0.33991092595220646,0.7871964917863019,-0.3567180744491976
0,-0.28204524998129843,0.6155432412454722,-0.10400913167732627,-0.6953334552498586,-0.24892688514595343,-0.46086243454043613,0.5760096838353241,-0.5578678351096071,-0.48784822045766035,-0.595725647842655,0.24731317086874502,-0.06398652688533402,-0.39936487237924945
0,-0.28204524998129843,-0.15887302911431064,-0.1020556644940865,0.6450589598755817,-0.0737681813257824,-0.04972276627732304,-0.16367893631432295,-0.25267039316528406,0.11723552853084297,-0.595725647842655,0.5409252192792208,-0.2797311722080061,0.11239670278137286
0,-0.14628860732989457,1.0503032526755258,-0.1020295378753806,0.5333595919484616,-0.27464962745195665,-0.4902295537020871,-0.24154089633007528,-0.03467222034791042,0.7895508051847355,1.2029350524641922,-0.33991092595220646,-0.10837842921510195,0.069749904851321
0,-0.28204524998129843,1.4352470127958858,-0.08597774529046705,-0.8070328231769786,-0.18341911821906873,1.3268609444250647,0.303492823780191,-0.5142682005461324,-0.03823737919536969,-0.595725647842655,2.0089854613315996,-0.29076573078711987,-0.39936487237924945
0,0.9397645338813361,-0.0388611509591396,-0.07793878568865731,3.996039997689182,-0.27573432140461945,-0.33605217810341964,-0.08581697629857062,1.491314989373705,-0.31136546033601353,1.2029350524641922,-0.33991092595220646,-0.09518769252282804,1.605034630333188
1,0.5324946059271246,-0.2720917820908871,-0.05784138668413299,-0.8070328231769786,-0.27716766698492384,-0.5342802324445635,-0.046885996290694454,-0.6014674696730818,-0.521463984290355,1.2029350524641922,-0.046298877541730725,0.42724158089521214,-0.44201167030930133
0,0.1252246779729131,0.3415538590421573,0.03334654181909524,-0.8070328231769786,-0.2771870365197928,-0.5306093425493571,-0.2026099163221991,-0.6014674696730818,-0.521463984290355,1.2029350524641922,-0.33991092595220646,0.18143727599495435,-0.44201167030930133
0,-0.28204524998129843,-0.2743561571504186,-0.1452894789483711,-0.4332308884088715,0.0,0.0,3.457765630077262e-17,-0.6014674696730818,-5.971359199587068e-17,-0.595725647842655,0.0,-0.25753522104312215,-0.30061621177221437
0,-0.28204524998129843,0.4570369870782653,-0.08597774529046705,2.879046318417982,-0.21493335145089645,0.500910718003632,-0.18314442631826103,0.5757226635407358,0.8946000671619063,-0.595725647842655,-0.046298877541730725,-0.18143481704923428,1.0079794593124618
0,-0.28204524998129843,-0.267563031971824,-0.09546773710040343,-0.6953334552498586,0.3660558469441085,-0.12681145407665675,-0.08581697629857062,-0.5578678351096071,-0.3617891060850555,-0.595725647842655,-0.6335229743626822,-0.26628676750241925,-0.39936487237924945
0,-0.15884609677514944,-0.2743561571504186,0.4967423193659148,1.317768403216662,-0.2545634197928261,0.0,-0.26100638633401335,1.4041157202467556,-0.3323753127314477,-0.5903296657417345,-0.6335229743626822,0.11294691240045526,0.7664493192356132
0,-0.28204524998129843,-0.2743561571504186,-0.1452894789483711,-0.4332308884088715,0.0,0.0,3.457765630077262e-17,-0.6014674696730818,-5.971359199587068e-17,-0.595725647842655,0.0,-0.25753522104312215,-0.30061621177221437
1,-0.28204524998129843,-0.26982740703135555,-0.09219990002226779,-0.24853598354137849,0.5486911912237051,0.06774571036928069,-0.26100638633401335,-0.38346929685570824,0.1214374990099298,-0.595725647842655,-0.6335229743626822,-0.27465781194174693,-0.22877768065904203
0,-0.14628860732989457,-0.2720917820908871,0.030587168935774046,0.8684576957298217,-0.27697397163623405,-0.4975713334924998,-0.16367893631432295,-0.03467222034791042,0.4870089306904839,1.2029350524641922,0.5409252192792208,-0.012111418162833777,-0.015543691008782726
1,-0.28204524998129843,-0.2720917820908871,-0.08999722509137191,0.30996085609422164,-0.24838453816962203,0.020024141731597927,-0.06635148629463254,0.7501212017946346,0.3399399639224449,-0.595725647842655,0.5409252192792208,1.484910362403597,-0.015543691008782726
0,-0.28204524998129843,-0.26982740703135555,0.15117156296292,1.650353271219662,-0.16275182451386885,0.13015083858778895,-0.22207540632613718,0.3577244907233621,-0.23572999171245063,-0.595725647842655,-0.33991092595220646,-0.17166859853668534,0.4962178841518396
0,-0.28204524998129843,-0.2652986569122925,-0.14626994230404003,-0.13683661561425847,0.3204793313974025,0.0,-0.26100638633401335,0.22692558703293791,-0.4584344271040525,-0.595725647842655,-0.6335229743626822,-0.23508560186492525,-0.18613088272899017
0,-0.01053196467849074,-0.26982740703135555,-0.00558814927236974,-0.3602353514684985,-0.269826613269581,-0.38010285684589606,-0.14421344631038485,-0.29627002772875877,-0.24833590314971113,1.2029350524641922,0.5409252192792208,-0.15264349753821338,-0.2714244785890939
1,-0.28204524998129843,-0.21548240560259888,0.10293780535206162,2.097150742928142,0.1152591094605771,-0.005672087534846642,-0.2026099163221991,-0.03467222034791042,-0.37019304704322914,-0.595725647842655,-0.046298877541730725,-0.2813800142945404,0.6668050758720471
0,-0.28204524998129843,-0.25171240655510335,-0.12160842398558822,-0.5538103560861974,-0.1336587831406634,0.09711282953093163,-0.24154089633007528,-0.6014674696730818,-0.4416265451877052,-0.595725647842655,-0.33991092595220646,-0.261974411276099,-0.35601440228335174
0,-0.28204524998129843,-0.26982740703135555,-0.13019202310042055,-0.3602353514684985,-0.22049240795829322,-0.40212819621713425,-0.22207540632613718,-0.3398696622922335,-0.2609418145869716,-0.595725647842655,-0.33991092595220646,-0.22202169917930784,-0.22877768065904203
0,-0.28204524998129843,0.23739260630370695,-0.13019202310042055,-0.483551453660039,-0.24929490630846401,-0.41681175579795976,-0.12474795630644678,-0.47066856598265766,-0.47104033854131305,-0.595725647842655,0.5409252192792208,-0.16558056621717432,-0.30189561571011597
0,-0.14628860732989457,1.1091770042233455,-0.11813358369770596,-0.24853598354137849,-0.2760442339625231,-0.44984976485481704,-0.18314442631826103,0.2705252215964126,-0.06344920206989066,1.2029350524641922,0.24731317086874502,-0.29076573078711987,0.027103106921269136
0,-0.14628860732989457,-0.26982740703135555,0.01852872953305945,2.6556475825637422,-0.27490143140525336,-0.38377374674110243,-0.24154089633007528,0.8809201054850588,-0.3785969880014028,1.2029350524641922,-0.33991092595220646,-0.10584174908197234,0.9226858634523581
0,-0.28204524998129843,0.7763138704722108,-0.13019202310042055,-0.47193471939561854,-0.08571918433994204,-0.299343279151356,-0.16367893631432295,-0.47066856598265766,-0.2525378736287979,-0.595725647842655,-0.33991092595220646,-0.2830288563810746,-0.31407127651914574
1,0.39673796327572075,-0.2743561571504186,-0.1382309827022303,-0.2612138618011066,-0.2666500095510686,-0.5342802324445635,-0.12474795630644678,-0.29627002772875877,-0.3659910765641423,1.2029350524641922,-0.046298877541730725,0.15048977837077332,-0.3632003877345655
0,0.39673796327572075,-0.00036677494710360414,-0.05784138668413299,3.437543158053582,-0.2772645146592687,-0.5342802324445635,0.9263885039062096,0.7065215672311599,0.9618315948272955,1.2029350524641922,0.24731317086874502,-0.29076573078711987,-0.44201167030930133
0,-0.28204524998129843,-0.2743561571504186,0.050684567940298374,-0.6953334552498586,0.2033711235795595,0.5229360573748701,-0.24154089633007528,-0.5578678351096071,-0.3323753127314477,-0.595725647842655,-0.33991092595220646,-0.25893039511634347,-0.39936487237924945
0,-0.28204524998129843,-0.2743561571504186,-0.1322900703340862,-0.5028195946274672,-0.17993260194265262,-0.28465971957053054,-0.18314442631826103,-0.6014674696730818,-0.23572999171245063,-0.595725647842655,-0.33991092595220646,-0.037097717474160304,-0.3050514787569398
0,-0.28204524998129843,-0.2720917820908871,-0.08195826548956217,-0.24853598354137849,-0.1059409787431554,0.4201511403090919,-0.22207540632613718,-0.20907075860180932,-0.37019304704322914,-0.595725647842655,-0.33991092595220646,-0.16989292244349466,-0.22877768065904203
0,-0.28204524998129843,0.9619926253537961,-0.024789204281292283,-0.03049881734764021,-0.13377500034987727,-0.3213686185225942,-0.12474795630644678,0.008927414215564302,-0.48364624997857353,-0.595725647842655,-0.33991092595220646,-0.2216411971593384,0.0017069387539232741
1,3.7906540295608164,-0.25850553173369795,-0.14626994230404003,-0.6953334552498586,-0.27437845396379096,-0.5122548930733253,0.3424238037880672,-0.12187148947485987,-0.1853063459634087,3.0015957527710393,0.24731317086874502,0.06272064576448928,-0.39936487237924945
1,-0.01053196467849074,-0.26982740703135555,-0.06989982608684758,1.2035557995111819,-0.2772645146592687,-0.5269384526541507,-0.22207540632613718,0.22692558703293791,-0.44582851566679205,1.2029350524641922,-0.33991092595220646,-0.29076573078711987,-0.3567180744491976
0,-0.28204524998129843,-0.2743561571504186,-0.11184552167741223,-0.3719637851008461,-0.07374881179091343,-0.4131408659027534,-0.1052824663025087,-0.47066856598265766,-0.2735477260242321,-0.595725647842655,-0.33991092595220646,-0.2780823301214719,-0.25937675817385425
0,-0.28204524998129843,-0.07961990203070712,-0.14626994230404003,2.543948214636622,-0.1941498405364827,-0.10845700460062492,-0.046885996290694454,1.0989182783024325,-0.11807481829801943,-0.595725647842655,-0.046298877541730725,-0.0992463807358354,0.8373922675922544
1,-0.01053196467849074,-0.2720917820908871,-0.06989982608684758,1.538653903292542,-0.27691586303162713,-0.44984976485481704,-0.22207540632613718,0.6629219326676852,-0.43322260422953157,1.2029350524641922,-0.33991092595220646,0.008308856908859474,0.45357108622178777
0,-0.28204524998129843,-0.26982740703135555,-0.08901044280024976,-0.3251617499393828,-0.1678847512541481,0.1778724072254717,-0.22207540632613718,-0.38346929685570824,0.17606311523805857,-0.595725647842655,-0.33991092595220646,-0.012872422202772684,-0.24547390204865732
0,-0.28204524998129843,-0.20416053030494122,-0.14626994230404003,-0.3602353514684985,-0.26984598280445,0.11913816890216983,1.2183708539652809,-0.20907075860180932,13.710610028376733,-0.595725647842655,3.1834336549735025,0.21657029583879928,0.368277490361684
1,-0.28204524998129843,0.06756447683884227,-0.13019202310042055,0.1982614881671016,-0.1548296847524567,-0.4718751042260552,-0.06635148629463254,-0.12187148947485987,-0.4542324566249657,-0.595725647842655,-0.33991092595220646,-0.2103529705669117,-0.058190488938834585
1,-0.28204524998129843,-0.2720917820908871,-0.14626994230404003,-0.6001097440919887,0.0,0.0,3.457765630077262e-17,-0.5578678351096071,-5.971359199587068e-17,-0.595725647842655,0.0,-0.26654043551573225,-0.3568673382419528
